"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"27505","G06006700082073",60670082073,"12","5"
"27506","G06006700082074",60670082074,"32","9"
"27507","G06006700082075",60670082075,"19","7"
"27508","G06006700082081",60670082081,"26","8"
"27509","G06006700082082",60670082082,"22","7"
"27510","G06006700082083",60670082083,"22","7"
"27511","G06006700082084",60670082084,"34","9"
"27512","G06006700082091",60670082091,"11","5"
"27513","G06006700082092",60670082092,"8","4"
"27514","G06006700082101",60670082101,"9","4"
"27515","G06006700082102",60670082102,"13","5"
"27516","G06006700082103",60670082103,"13","5"
"27517","G06006700082111",60670082111,"17","6"
"27518","G06006700082112",60670082112,"10","4"
"27519","G06006700084021",60670084021,"9","4"
"27520","G06006700084022",60670084022,"22","7"
"27521","G06006700084023",60670084023,"17","6"
"27522","G06006700084031",60670084031,"16","6"
"27523","G06006700084032",60670084032,"14","6"
"27524","G06006700084033",60670084033,"15","6"
"27525","G06006700084041",60670084041,"21","7"
"27526","G06006700084042",60670084042,"17","6"
"27527","G06006700084043",60670084043,"31","8"
"27528","G06006700085011",60670085011,"7","3"
"27529","G06006700085012",60670085012,"13","5"
"27530","G06006700085013",60670085013,"9","4"
"27531","G06006700085014",60670085014,"12","5"
"27532","G06006700085041",60670085041,"12","5"
"27533","G06006700085042",60670085042,"12","5"
"27534","G06006700085043",60670085043,"16","6"
"27535","G06006700085051",60670085051,"7","3"
"27536","G06006700085052",60670085052,"12","5"
"27537","G06006700085061",60670085061,"26","8"
"27538","G06006700085062",60670085062,"24","8"
"27539","G06006700085063",60670085063,"25","8"
"27540","G06006700085071",60670085071,"18","7"
"27541","G06006700085072",60670085072,"11","5"
"27542","G06006700085081",60670085081,"9","4"
"27543","G06006700085082",60670085082,"8","4"
"27544","G06006700085083",60670085083,"10","4"
"27545","G06006700085084",60670085084,"7","3"
"27546","G06006700085091",60670085091,"8","4"
"27547","G06006700085092",60670085092,"7","3"
"27548","G06006700085093",60670085093,"6","3"
"27549","G06006700085101",60670085101,"9","4"
"27550","G06006700085102",60670085102,"3","2"
"27551","G06006700085103",60670085103,"7","3"
"27552","G06006700085121",60670085121,"6","3"
"27553","G06006700085122",60670085122,"8","4"
"27554","G06006700085131",60670085131,"15","6"
"27555","G06006700085132",60670085132,"4","2"
"27556","G06006700086011",60670086011,"12","5"
"27557","G06006700086012",60670086012,"11","5"
"27558","G06006700086013",60670086013,"13","5"
"27559","G06006700086021",60670086021,"8","4"
"27560","G06006700086022",60670086022,"25","8"
"27561","G06006700087021",60670087021,"8","4"
"27562","G06006700087022",60670087022,"9","4"
"27563","G06006700087031",60670087031,"14","6"
"27564","G06006700087032",60670087032,"17","6"
"27565","G06006700087033",60670087033,"15","6"
"27566","G06006700087034",60670087034,"15","6"
"27567","G06006700087041",60670087041,"16","6"
"27568","G06006700087042",60670087042,"PH","PH"
"27569","G06006700087043",60670087043,"13","5"
"27570","G06006700087061",60670087061,"9","4"
"27571","G06006700087062",60670087062,"PH","PH"
"27572","G06006700087071",60670087071,"12","5"
"27573","G06006700087072",60670087072,"PH","PH"
"27574","G06006700087073",60670087073,"10","4"
"27575","G06006700087074",60670087074,"14","6"
"27576","G06006700087075",60670087075,"17","6"
"27577","G06006700087076",60670087076,"10","4"
"27578","G06006700087081",60670087081,"14","6"
"27579","G06006700087082",60670087082,"PH","PH"
"27580","G06006700087083",60670087083,"PH","PH"
"27581","G06006700087084",60670087084,"13","5"
"27582","G06006700087085",60670087085,"PH","PH"
"27583","G06006700087086",60670087086,"12","5"
"27584","G06006700088021",60670088021,"12","5"
"27585","G06006700088022",60670088022,"16","6"
"27586","G06006700088023",60670088023,"12","5"
"27587","G06006700088031",60670088031,"29","8"
"27588","G06006700088032",60670088032,"26","8"
"27589","G06006700089051",60670089051,"31","8"
"27590","G06006700089052",60670089052,"33","9"
"27591","G06006700089053",60670089053,"35","9"
"27592","G06006700089071",60670089071,"40","9"
"27593","G06006700089072",60670089072,"37","9"
"27594","G06006700089073",60670089073,"37","9"
"27595","G06006700089074",60670089074,"29","8"
"27596","G06006700089081",60670089081,"37","9"
"27597","G06006700089082",60670089082,"34","9"
"27598","G06006700089083",60670089083,"93","10"
"27599","G06006700089091",60670089091,"24","8"
"27600","G06006700089092",60670089092,"22","7"
"27601","G06006700089101",60670089101,"34","9"
"27602","G06006700089102",60670089102,"34","9"
"27603","G06006700089111",60670089111,"32","9"
"27604","G06006700089112",60670089112,"35","9"
"27605","G06006700089121",60670089121,"25","8"
"27606","G06006700089122",60670089122,"32","9"
"27607","G06006700089123",60670089123,"25","8"
"27608","G06006700089131",60670089131,"31","8"
"27609","G06006700089132",60670089132,"35","9"
"27610","G06006700089133",60670089133,"38","9"
"27611","G06006700090041",60670090041,"30","8"
"27612","G06006700090042",60670090042,"33","9"
"27613","G06006700090051",60670090051,"39","9"
"27614","G06006700090052",60670090052,"38","9"
"27615","G06006700090061",60670090061,"60","10"
"27616","G06006700090062",60670090062,"60","10"
"27617","G06006700090063",60670090063,"60","10"
"27618","G06006700090071",60670090071,"45","9"
"27619","G06006700090072",60670090072,"34","9"
"27620","G06006700090081",60670090081,"42","9"
"27621","G06006700090082",60670090082,"39","9"
"27622","G06006700090083",60670090083,"40","9"
"27623","G06006700090101",60670090101,"29","8"
"27624","G06006700090102",60670090102,"30","8"
"27625","G06006700090103",60670090103,"28","8"
"27626","G06006700090104",60670090104,"28","8"
"27627","G06006700090111",60670090111,"18","7"
"27628","G06006700090112",60670090112,"21","7"
"27629","G06006700090113",60670090113,"14","6"
"27630","G06006700091031",60670091031,"24","8"
"27631","G06006700091032",60670091032,"28","8"
"27632","G06006700091051",60670091051,"37","9"
"27633","G06006700091052",60670091052,"41","9"
"27634","G06006700091053",60670091053,"35","9"
"27635","G06006700091061",60670091061,"24","8"
"27636","G06006700091062",60670091062,"33","9"
"27637","G06006700091063",60670091063,"25","8"
"27638","G06006700091071",60670091071,"28","8"
"27639","G06006700091072",60670091072,"30","8"
"27640","G06006700091081",60670091081,"25","8"
"27641","G06006700091082",60670091082,"25","8"
"27642","G06006700091083",60670091083,"32","9"
"27643","G06006700091091",60670091091,"26","8"
"27644","G06006700091092",60670091092,"25","8"
"27645","G06006700091093",60670091093,"26","8"
"27646","G06006700091094",60670091094,"24","8"
"27647","G06006700091101",60670091101,"79","10"
"27648","G06006700091102",60670091102,"77","10"
"27649","G06006700091111",60670091111,"34","9"
"27650","G06006700091112",60670091112,"56","10"
"27651","G06006700091113",60670091113,"26","8"
"27652","G06006700091121",60670091121,"39","9"
"27653","G06006700091122",60670091122,"29","8"
"27654","G06006700092011",60670092011,"18","7"
"27655","G06006700092012",60670092012,"13","5"
"27656","G06006700092013",60670092013,"82","10"
"27657","G06006700093071",60670093071,"20","7"
"27658","G06006700093072",60670093072,"15","6"
"27659","G06006700093073",60670093073,"11","5"
"27660","G06006700093081",60670093081,"27","8"
"27661","G06006700093082",60670093082,"21","7"
"27662","G06006700093083",60670093083,"26","8"
"27663","G06006700093091",60670093091,"25","8"
"27664","G06006700093092",60670093092,"23","7"
"27665","G06006700093101",60670093101,"31","8"
"27666","G06006700093102",60670093102,"23","7"
"27667","G06006700093103",60670093103,"27","8"
"27668","G06006700093104",60670093104,"20","7"
"27669","G06006700093105",60670093105,"32","9"
"27670","G06006700093111",60670093111,"24","8"
"27671","G06006700093112",60670093112,"26","8"
"27672","G06006700093113",60670093113,"24","8"
"27673","G06006700093121",60670093121,"26","8"
"27674","G06006700093122",60670093122,"22","7"
"27675","G06006700093123",60670093123,"27","8"
"27676","G06006700093124",60670093124,"26","8"
"27677","G06006700093141",60670093141,"23","7"
"27678","G06006700093142",60670093142,"17","6"
"27679","G06006700093143",60670093143,"13","5"
"27680","G06006700093161",60670093161,"36","9"
"27681","G06006700093162",60670093162,"20","7"
"27682","G06006700093171",60670093171,"27","8"
"27683","G06006700093172",60670093172,"22","7"
"27684","G06006700093173",60670093173,"23","7"
"27685","G06006700093181",60670093181,"39","9"
"27686","G06006700093191",60670093191,"34","9"
"27687","G06006700093192",60670093192,"32","9"
"27688","G06006700093193",60670093193,"39","9"
"27689","G06006700093201",60670093201,"29","8"
"27690","G06006700093202",60670093202,"35","9"
"27691","G06006700093203",60670093203,"28","8"
"27692","G06006700093211",60670093211,"29","8"
"27693","G06006700093212",60670093212,"26","8"
"27694","G06006700093213",60670093213,"25","8"
"27695","G06006700093231",60670093231,"13","5"
"27696","G06006700093232",60670093232,"20","7"
"27697","G06006700093261",60670093261,"14","6"
"27698","G06006700093262",60670093262,"8","4"
"27699","G06006700093263",60670093263,"5","3"
"27700","G06006700093281",60670093281,"10","4"
"27701","G06006700093282",60670093282,"11","5"
"27702","G06006700093283",60670093283,"11","5"
"27703","G06006700093291",60670093291,"21","7"
"27704","G06006700093292",60670093292,"32","9"
"27705","G06006700093301",60670093301,"7","3"
"27706","G06006700093302",60670093302,"13","5"
"27707","G06006700093311",60670093311,"12","5"
"27708","G06006700093312",60670093312,"11","5"
"27709","G06006700093313",60670093313,"11","5"
"27710","G06006700093314",60670093314,"11","5"
"27711","G06006700093321",60670093321,"7","3"
"27712","G06006700093331",60670093331,"24","8"
"27713","G06006700093341",60670093341,"18","7"
"27714","G06006700093342",60670093342,"20","7"
"27715","G06006700093343",60670093343,"17","6"
"27716","G06006700093351",60670093351,"20","7"
"27717","G06006700093352",60670093352,"18","7"
"27718","G06006700093353",60670093353,"29","8"
"27719","G06006700093361",60670093361,"4","2"
"27720","G06006700093362",60670093362,"4","2"
"27721","G06006700093363",60670093363,"6","3"
"27722","G06006700094031",60670094031,"9","4"
"27723","G06006700094041",60670094041,"16","6"
"27724","G06006700094042",60670094042,"3","2"
"27725","G06006700094043",60670094043,"15","6"
"27726","G06006700094044",60670094044,"8","4"
"27727","G06006700094061",60670094061,"10","4"
"27728","G06006700094062",60670094062,"12","5"
"27729","G06006700094081",60670094081,"18","7"
"27730","G06006700094091",60670094091,"14","6"
"27731","G06006700094092",60670094092,"22","7"
"27732","G06006700094101",60670094101,"25","8"
"27733","G06006700094102",60670094102,"26","8"
"27734","G06006700094103",60670094103,"23","7"
"27735","G06006700095011",60670095011,"34","9"
"27736","G06006700095012",60670095012,"37","9"
"27737","G06006700095021",60670095021,"8","4"
"27738","G06006700095022",60670095022,"22","7"
"27739","G06006700095023",60670095023,"24","8"
"27740","G06006700095024",60670095024,"31","8"
"27741","G06006700095031",60670095031,"46","10"
"27742","G06006700095032",60670095032,"43","9"
"27743","G06006700095033",60670095033,"96","10"
"27744","G06006700095041",60670095041,"30","8"
"27745","G06006700096011",60670096011,"40","9"
"27746","G06006700096012",60670096012,"34","9"
"27747","G06006700096013",60670096013,"38","9"
"27748","G06006700096014",60670096014,"39","9"
"27749","G06006700096081",60670096081,"30","8"
"27750","G06006700096082",60670096082,"28","8"
"27751","G06006700096083",60670096083,"25","8"
"27752","G06006700096084",60670096084,"35","9"
"27753","G06006700096091",60670096091,"27","8"
"27754","G06006700096092",60670096092,"30","8"
"27755","G06006700096093",60670096093,"38","9"
"27756","G06006700096101",60670096101,"30","8"
"27757","G06006700096102",60670096102,"31","8"
"27758","G06006700096103",60670096103,"31","8"
"27759","G06006700096111",60670096111,"21","7"
"27760","G06006700096112",60670096112,"22","7"
"27761","G06006700096121",60670096121,"23","7"
"27762","G06006700096122",60670096122,"30","8"
"27763","G06006700096123",60670096123,"21","7"
"27764","G06006700096141",60670096141,"20","7"
"27765","G06006700096142",60670096142,"19","7"
"27766","G06006700096143",60670096143,"23","7"
"27767","G06006700096161",60670096161,"19","7"
"27768","G06006700096162",60670096162,"19","7"
"27769","G06006700096163",60670096163,"25","8"
"27770","G06006700096164",60670096164,"20","7"
"27771","G06006700096171",60670096171,"25","8"
"27772","G06006700096172",60670096172,"10","4"
"27773","G06006700096181",60670096181,"23","7"
"27774","G06006700096182",60670096182,"23","7"
"27775","G06006700096183",60670096183,"27","8"
"27776","G06006700096221",60670096221,"20","7"
"27777","G06006700096222",60670096222,"14","6"
"27778","G06006700096223",60670096223,"14","6"
"27779","G06006700096224",60670096224,"14","6"
"27780","G06006700096225",60670096225,"17","6"
"27781","G06006700096321",60670096321,"13","5"
"27782","G06006700096322",60670096322,"13","5"
"27783","G06006700096323",60670096323,"15","6"
"27784","G06006700096324",60670096324,"10","4"
"27785","G06006700096331",60670096331,"39","9"
"27786","G06006700096332",60670096332,"40","9"
"27787","G06006700096341",60670096341,"40","9"
"27788","G06006700096342",60670096342,"39","9"
"27789","G06006700096343",60670096343,"37","9"
"27790","G06006700096351",60670096351,"13","5"
"27791","G06006700096352",60670096352,"12","5"
"27792","G06006700096353",60670096353,"12","5"
"27793","G06006700096371",60670096371,"13","5"
"27794","G06006700096372",60670096372,"13","5"
"27795","G06006700096373",60670096373,"10","4"
"27796","G06006700096391",60670096391,"23","7"
"27797","G06006700096392",60670096392,"24","8"
"27798","G06006700096393",60670096393,"21","7"
"27799","G06006700096401",60670096401,"43","9"
"27800","G06006700096402",60670096402,"37","9"
"27801","G06006700096411",60670096411,"31","8"
"27802","G06006700096412",60670096412,"32","9"
"27803","G06006700096413",60670096413,"36","9"
"27804","G06006700096421",60670096421,"26","8"
"27805","G06006700096431",60670096431,"20","7"
"27806","G06006700096432",60670096432,"19","7"
"27807","G06006700096433",60670096433,"24","8"
